Brand,Spec_Score,Model_Name,Series,Price,Price_Range,Utility,Processor_Brand,Core Configuration,Clock-speed,OS Type,RAM Type,Ram_Capacity(GB),Graphics_Brand,Display Size (Inches),Resolution Width,Resolution Height,PPI,Aspect Ratio,Weight(kg),Touchscreen,Screen_Protection,Colour(s),Outlier_Flag,Original_Brand
MSI,10.4,pulse 16 ai c1vgkg,pulse,169990.0,Luxury,Everyday Use,Intel,Deca Core,4.8,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.5,No,No,Core Black,0,MSI
MSI,9.8,sword 16 hx b14vekg,sword,124990.0,Luxury,Gaming,Intel,Deca Core,5.5,Windows,DDR5,16,NVIDIA,16.0,1920,1200,141.51,1.6,2.3,No,No,Grey,0,MSI
Lenovo,1.6,ideapad 14igl7,ideapad,22490.0,Budget,Personal,Intel,Dual Core,1.1,Windows,DDR4,4,Intel,14.0,1366,768,111.94,1.78,1.3,No,Yes,Grey,0,Lenovo
HP,8.1,victus 15fa1227tx,victus,59990.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,Yes,Blue,0,HP
Samsung,6.6,galaxy book 4 np750xgj,galaxy,73990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.3,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Gray,0,Samsung
Samsung,7.8,galaxy book 4 np750xgj,galaxy,83990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.7,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Gray,0,Samsung
Samsung,4.6,galaxy book 4 np750xgj,galaxy,67990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.3,Windows,LPDDR4X,8,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Gray,0,Samsung
Asus,9.2,rog zephyrus g16 gu605mi,rog,209990.0,Luxury,Everyday Use,Intel,Deca Core,2.3,Windows,LPDDR5X,32,NVIDIA,16.0,2560,1600,188.68,1.6,1.85,No,Yes,Grey,1,Asus
Asus,8.3,rog strix g16 g614jv,rog,134990.0,Luxury,Everyday Use,Intel,Octa Core,2.6,Windows,DDR5,16,NVIDIA,16.0,1920,1200,141.51,1.6,2.5,No,Yes,Grey,0,Asus
Acer,8.7,nitro v anv1541,nitro,101999.0,Premium,Gaming,AMD,Octa Core,3.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.1,No,No,Black,0,Acer
Lenovo,5.4,yoga 7,yoga,105770.0,Premium,Ultrabook,Intel,Deca Core,2.7,Windows,LPDDR5X,16,Intel,14.0,2880,1800,242.59,1.6,1.49,Yes,No,Tidal Teal,0,Lenovo
Lenovo,6.2,loq 15iax9,loq,62990.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.4,Windows,DDR5,12,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,Yes,Luna Grey,0,Lenovo
Lenovo,6.2,loq 15iax9,loq,60990.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.4,Windows,DDR5,12,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,Yes,Luna Grey,0,Lenovo
MSI,8.8,vector 17 hx a14vgg,vector,257990.0,Luxury,Everyday Use,Intel,Deca Core,1.6,Windows,DDR5,32,NVIDIA,17.0,2560,1600,177.58,1.6,3.0,No,No,Grey,1,MSI
Lenovo,8.0,v15 gen 4,v15,44490.0,Economy,Everyday Use,AMD,Octa Core,2.0,Windows,DDR4,16,AMD,15.6,1920,1080,141.21,1.78,1.65,No,Yes,Grey,0,Lenovo
Lenovo,8.0,ideapad slim 5 gen 8 14abr8,ideapad,72500.0,Mid-Range,Ultrabook,AMD,Octa Core,2.0,Windows,DDR4,16,AMD,14.0,1920,1200,161.73,1.6,1.4,No,No,Cloud Grey,0,Lenovo
Lenovo,9.1,legion pro 7i,legion,425864.0,Luxury,Everyday Use,Intel,Deca Core,2.2,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.62,No,Yes,Eclipse Black,1,Lenovo
MSI,8.8,raider ge78 hx 14vig,raider,399990.0,Luxury,Everyday Use,Intel,Deca Core,1.6,Windows,DDR5,32,NVIDIA,17.0,2560,1600,177.58,1.6,3.1,No,No,Core Black,1,MSI
Acer,4.7,swift go 14 sfg1473,swift,99999.0,Premium,Ultrabook,Intel,Deca Core,1.4,Windows,LPDDR5X,16,Intel,14.0,2880,1800,242.59,1.6,1.3,No,No,Silver,0,Acer
Lenovo,7.6,loq 15iax9,loq,72990.0,Mid-Range,Everyday Use,Intel,Hexa Core,3.1,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
HP,6.4,omen 16xf0100ax,omen,157990.0,Luxury,Gaming,AMD,Octa Core,4.8,Windows,DDR5,16,NVIDIA,16.1,1920,1080,136.83,1.78,2.37,No,Yes,Black,0,HP
Asus,8.6,vivobook pro 15 oled m6500qc,vivobook,76990.0,Mid-Range,Gaming,AMD,Octa Core,3.1,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.8,No,No,Silver,0,Asus
Lenovo,6.1,v14,v14,43400.0,Economy,Everyday Use,Intel,Deca Core,4.2,Dos,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.43,No,Yes,Grey,0,Lenovo
Dell,6.4,alienware m16 r2 2024,alienware,191990.0,Luxury,Everyday Use,Intel,Deca Core,4.8,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.61,No,No,Grey,1,Dell
HP,6.1,15sfq5331tu,15sfq5331tu,55390.0,Economy,Everyday Use,Intel,Deca Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Asus,9.2,zenbook duo oled ux8406ma,zenbook,219990.0,Luxury,Everyday Use,Intel,Deca Core,2.3,Windows,LPDDR5X,32,Intel,14.0,1920,1200,161.73,1.6,1.65,Yes,No,Gray,1,Asus
Asus,4.6,zenbook duo oled ux8406ma,zenbook,159990.0,Luxury,Everyday Use,Intel,Deca Core,1.2,Windows,LPDDR5X,16,Intel,14.0,1920,1200,161.73,1.6,1.65,Yes,No,Inkwell Gray,0,Asus
Asus,9.2,zenbook duo oled ux8406ma,zenbook,239990.0,Luxury,Everyday Use,Intel,Deca Core,2.3,Windows,LPDDR5X,32,Intel,14.0,1920,1200,161.73,1.6,1.65,Yes,No,Gray,1,Asus
Dell,10.4,alienware m16 r2 2024,alienware,212490.0,Luxury,Everyday Use,Intel,Deca Core,4.8,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.61,No,No,Grey,1,Dell
Asus,8.7,zenbook duo oled ux8406ma,zenbook,199990.0,Luxury,Everyday Use,Intel,Deca Core,1.4,Windows,LPDDR5X,32,Intel,14.0,1920,1200,161.73,1.6,1.65,Yes,No,Inkwell Gray,1,Asus
HP,5.0,255 g9,255,31490.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Dos,DDR4,8,AMD,15.6,1366,768,100.45,1.78,1.47,No,No,Silver,0,HP
Acer,8.8,predator helios 16 ph1672,predator,247990.0,Luxury,Everyday Use,Intel,Deca Core,1.6,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.65,No,No,Black,1,Acer
Acer,4.6,swift go 14 sfg1473,swift,84999.0,Mid-Range,Ultrabook,Intel,Deca Core,1.2,Windows,LPDDR5X,16,Intel,14.0,2880,1800,242.59,1.6,1.3,No,No,Silver,0,Acer
Asus,8.2,vivobook 16 x1605zac,vivobook,64990.0,Mid-Range,Everyday Use,Intel,Octa Core,2.3,Windows,DDR4,16,Intel,16.0,1920,1200,141.51,1.6,1.88,No,Yes,Black,0,Asus
HP,9.4,victus 16,victus,95630.0,Premium,Gaming,AMD,Octa Core,4.8,Windows,DDR5,16,NVIDIA,16.0,1920,1080,137.68,1.78,1.36,No,No,Blue,0,HP
Lenovo,6.0,legion 7i,legion,174990.0,Luxury,Gaming,Intel,Deca Core,4.0,Windows,DDR5,16,NVIDIA,16.0,3200,2000,235.85,1.6,2.5,No,Yes,Eclipse Black,1,Lenovo
Lenovo,8.7,legion pro 5i,legion,177133.0,Luxury,Gaming,Intel,Octa Core,3.4,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.62,No,Yes,Grey,1,Lenovo
Lenovo,10.0,legion pro 5i,legion,225817.0,Luxury,Gaming,Intel,Deca Core,4.0,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.62,No,Yes,Grey,1,Lenovo
Asus,3.0,vivobook 15 x1500ea,vivobook,31990.0,Economy,Everyday Use,Intel,Dual Core,2.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Silver,0,Asus
Lenovo,8.1,loq,loq,67990.0,Mid-Range,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,Yes,Grey,0,Lenovo
Lenovo,4.6,ideapad flex 5i 14iau7,ideapad,53990.0,Economy,Everyday Use,Intel,Hexa Core,3.3,Windows,LPDDR4X,8,Intel,14.0,1920,1200,161.73,1.6,1.5,No,No,Grey,0,Lenovo
HP,3.0,250 g9,250,21990.0,Budget,Everyday Use,Intel,Dual Core,2.1,Dos,DDR4,8,Intel,15.6,1366,768,100.45,1.78,1.75,No,No,Silver,0,HP
Lenovo,8.4,thinkbook 16 g6,thinkbook,58990.0,Economy,Everyday Use,Intel,Deca Core,4.7,Windows,DDR5,16,Intel,16.0,1920,1080,137.68,1.78,1.7,No,Yes,Grey,0,Lenovo
Lenovo,7.0,thinkbook 16 gen 6,thinkbook,41990.0,Economy,Everyday Use,AMD,Hexa Core,2.0,Windows,DDR4,16,AMD,16.0,1920,1200,141.51,1.6,1.7,No,Yes,Grey,0,Lenovo
Lenovo,3.6,thinkbook 16 gen 6,thinkbook,40990.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR5,8,Intel,16.0,1920,1200,141.51,1.6,1.7,No,Yes,Grey,0,Lenovo
Lenovo,4.2,thinkbook 15 gen 5,thinkbook,39214.0,Economy,Everyday Use,AMD,Quad Core,2.3,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Asus,7.2,vivobook 16x k3605zc,vivobook,71990.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.5,Windows,DDR4,16,NVIDIA,16.0,1920,1200,141.51,1.6,1.8,No,Yes,Black,0,Asus
HP,6.1,envy x360 14fc0078tu,envy,104990.0,Premium,Ultrabook,Intel,Deca Core,4.2,Windows,LPDDR5,16,Intel,14.0,2880,1800,242.59,1.6,1.39,Yes,No,Blue,0,HP
Lenovo,7.6,ideapad slim 3 15iah8,ideapad,54990.0,Economy,Everyday Use,Intel,Hexa Core,3.3,Windows,LPDDR5,16,Intel,15.6,1920,1080,141.21,1.78,1.62,No,No,Grey,0,Lenovo
Lenovo,7.0,ideapad slim 3 15irh8,ideapad,59490.0,Economy,Everyday Use,Intel,Hexa Core,2.1,Windows,LPDDR5,16,Intel,15.6,1920,1080,141.21,1.78,1.62,No,Yes,Grey,0,Lenovo
Lenovo,5.7,ideapad slim 5 14imh9,ideapad,79990.0,Mid-Range,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5,16,Intel,14.0,1920,1200,161.73,1.6,1.46,No,No,Grey,0,Lenovo
Other,5.0,magicbook x14 pro,magicbook,54490.0,Economy,Everyday Use,Intel,Hexa Core,2.1,Windows,LPDDR4X,8,Intel,14.0,1920,1200,161.73,1.6,1.4,No,No,Silver,0,Honor
Other,7.0,magicbook x14 pro,magicbook,56490.0,Economy,Everyday Use,Intel,Hexa Core,2.1,Windows,LPDDR4X,16,Intel,14.0,1920,1200,161.73,1.6,1.4,No,Yes,Space Gray,0,Honor
Other,7.0,magicbook x16 pro,magicbook,58490.0,Economy,Everyday Use,Intel,Hexa Core,2.1,Windows,LPDDR4X,16,Intel,16.0,1920,1200,141.51,1.6,1.75,No,Yes,Space Gray,0,Honor
Other,5.0,magicbook x16 pro,magicbook,56490.0,Economy,Everyday Use,Intel,Hexa Core,2.1,Windows,LPDDR4X,8,Intel,16.0,1920,1200,141.51,1.6,1.75,No,Yes,Grey,0,Honor
Samsung,4.9,galaxy book 4 np750xgk,galaxy,89990.0,Mid-Range,Everyday Use,Intel,Octa Core,1.8,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Gray,0,Samsung
Samsung,2.7,galaxy book 4 np750xgk,galaxy,74990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.4,Windows,LPDDR4X,8,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Gray,0,Samsung
HP,9.4,envy x360 15fe0014tx,envy,136990.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,LPDDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.77,Yes,No,Black,0,HP
Asus,7.3,vivobook 16x k3605vu,vivobook,96500.0,Premium,Everyday Use,Intel,Deca Core,2.6,Windows,DDR4,16,NVIDIA,16.0,1920,1200,141.51,1.6,1.8,No,Yes,Black,0,Asus
Asus,3.6,vivobook 15 x1504va,vivobook,39500.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Silver,0,Asus
HP,6.1,envy x360 14fc0105tu,envy,96514.0,Premium,Ultrabook,Intel,Deca Core,4.2,Windows,LPDDR5,16,Intel,14.0,1920,1200,161.73,1.6,1.39,No,No,Silver,0,HP
HP,5.1,15sfq5326tu,15sfq5326tu,36990.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Samsung,4.7,galaxy book 4 np750xgk,galaxy,79990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.4,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Gray,0,Samsung
HP,10.4,envy x360 14fc0100tu,envy,130490.0,Luxury,Everyday Use,Intel,Octa Core,4.8,Windows,LPDDR5,32,Intel,14.0,2880,1800,242.59,1.6,1.39,Yes,No,Blue,0,HP
HP,8.4,envy x360 14fa0038au,envy,86990.0,Mid-Range,Ultrabook,AMD,Hexa Core,4.8,Windows,LPDDR5,16,AMD,14.0,1920,1200,161.73,1.6,1.39,Yes,No,Silver,0,HP
HP,9.4,envy x360 14fa0052au,envy,96990.0,Premium,Gaming,AMD,Octa Core,4.8,Windows,LPDDR5,16,AMD,14.0,1920,1200,161.73,1.6,1.39,Yes,No,Silver,0,HP
HP,5.1,15sfq5328tu,15sfq5328tu,40320.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Lenovo,9.7,yoga slim 7,yoga,107990.0,Premium,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5X,32,Intel,14.0,1920,1200,161.73,1.6,1.36,No,No,Luna Grey,0,Lenovo
HP,6.4,envy x360 14fc0106tu,envy,108490.0,Premium,Ultrabook,Intel,Octa Core,4.8,Windows,LPDDR5,16,Intel,14.0,1920,1200,161.73,1.6,1.39,Yes,No,Silver,0,HP
Samsung,4.9,galaxy book 4 np750xgk,galaxy,89990.0,Mid-Range,Everyday Use,Intel,Octa Core,1.8,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Silver,0,Samsung
Lenovo,5.7,ideapad slim 5,ideapad,79933.0,Mid-Range,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5X,16,Intel,16.0,1920,1200,141.51,1.6,1.39,No,Yes,Grey,0,Lenovo
Samsung,4.7,galaxy book 4 np750xgk,galaxy,79990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.4,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Silver,0,Samsung
Lenovo,5.7,ideapad slim 5,ideapad,79243.0,Mid-Range,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5X,16,Intel,14.0,1920,1200,161.73,1.6,1.46,No,No,Grey,0,Lenovo
Samsung,2.7,galaxy book 4 np750xgk,galaxy,74990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.4,Windows,LPDDR4X,8,Intel,15.6,1920,1080,141.21,1.78,1.55,No,Yes,Silver,0,Samsung
Dell,6.4,inspiron 15 g155530,inspiron,74990.0,Mid-Range,Everyday Use,Intel,Deca Core,4.7,Windows,DDR5,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.65,No,No,Dark Shadow Gray With Black Thermal Shelf,0,Dell
Dell,6.6,inspiron 16 5620,inspiron,61990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.2,Windows,DDR5,16,Intel,16.0,1920,1080,137.68,1.78,1.87,No,No,Silver,0,Dell
MSI,9.4,modern 14 h d13mg,modern,68990.0,Mid-Range,Everyday Use,Intel,Octa Core,4.8,Windows,DDR4,16,Intel,14.0,1920,1200,161.73,1.6,1.6,No,No,Black,0,MSI
Lenovo,9.7,ideapad pro 5,ideapad,107890.0,Premium,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5X,32,Intel,14.0,2880,1800,242.59,1.6,1.46,No,No,Grey,0,Lenovo
HP,5.1,15sfq5327tu,15sfq5327tu,37490.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
MSI,6.8,modern 14 h d13mg,modern,78990.0,Mid-Range,Everyday Use,Intel,Deca Core,5.5,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.6,No,No,Black,0,MSI
MSI,8.1,modern 14 h d13mg,modern,58990.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,16,Intel,14.0,1920,1200,161.73,1.6,1.6,No,No,Black,0,MSI
HP,6.0,15seq2304au,15seq2304au,43340.0,Economy,Everyday Use,AMD,Hexa Core,4.0,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
MSI,9.4,commercial 14 h a13mg,commercial,97990.0,Premium,Everyday Use,Intel,Octa Core,4.8,Windows,DDR4,16,Intel,14.0,1920,1200,161.73,1.6,1.6,No,No,Grey,0,MSI
HP,9.4,envy x360 15fe0011tx,envy,124990.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,LPDDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.77,Yes,No,Nightfall Black Aluminum,0,HP
HP,6.4,omen transcend 14fb0007tx,omen,169990.0,Luxury,Everyday Use,Intel,Deca Core,4.8,Windows,LPDDR5X,16,NVIDIA,14.0,2880,1800,242.59,1.6,1.75,No,No,Black,0,HP
HP,6.4,omen transcend 14fb0089tx,omen,175999.0,Luxury,Everyday Use,Intel,Deca Core,4.8,Windows,LPDDR5X,16,NVIDIA,14.0,2880,1800,242.59,1.6,1.63,No,No,White,1,HP
Asus,8.8,zenbook s 13 oled ux5304ma,zenbook,139990.0,Luxury,Everyday Use,Intel,Octa Core,1.7,Windows,LPDDR5X,32,Intel,13.3,2880,1800,255.36,1.6,1.0,No,No,Blue,0,Asus
Asus,2.6,vivobook 15 x1504vap,vivobook,49990.0,Economy,Everyday Use,Intel,Deca Core,1.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Blue,0,Asus
Asus,8.8,zenbook s 13 oled ux5304ma,zenbook,172990.0,Luxury,Everyday Use,Intel,Octa Core,1.7,Windows,LPDDR5X,32,Intel,13.3,2880,1800,255.36,1.6,1.0,No,No,Grey,0,Asus
Asus,4.8,zenbook s 13 oled ux5304ma,zenbook,131990.0,Luxury,Everyday Use,Intel,Octa Core,1.7,Windows,LPDDR5X,16,Intel,13.3,2880,1800,255.36,1.6,1.0,No,No,Grey,0,Asus
Asus,4.8,zenbook s 13 oled ux5304ma,zenbook,152990.0,Luxury,Everyday Use,Intel,Octa Core,1.7,Windows,LPDDR5X,16,Intel,13.3,2880,1800,255.36,1.6,1.0,No,No,Blue,0,Asus
Asus,4.7,vivobook 15 x1504vap,vivobook,67990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Blue,0,Asus
HP,6.1,15sfq5329tu,15sfq5329tu,48490.0,Economy,Everyday Use,Intel,Deca Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Acer,7.8,predator helios neo 16 phn1672,predator,148039.0,Luxury,Everyday Use,Intel,Deca Core,1.5,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.8,No,No,Black,0,Acer
Acer,4.8,predator helios 16 ph1672,predator,197999.0,Luxury,Everyday Use,Intel,Deca Core,1.6,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.65,No,No,Black,1,Acer
Acer,4.8,predator helios neo 16 phn1672,predator,179999.0,Luxury,Everyday Use,Intel,Deca Core,1.6,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.8,No,No,Black,1,Acer
Apple,3.4,macbook air m3 mryr3hna ultrabook,macbook,134900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,2.66,No,No,Starlight,0,Apple
Apple,3.4,macbook air m3 mryu3hna ultrabook,macbook,134900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Black,0,Apple
Apple,3.4,macbook air m3 mrxu3hna ultrabook,macbook,134900.0,Luxury,Everyday Use,Apple,Octa Core,2.87,Macos,M3,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Starlight,0,Apple
Apple,3.4,macbook air m3 mryq3hna ultrabook,macbook,154900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Silver,0,Apple
Apple,3.4,macbook air m3 mrxr3hna ultrabook,macbook,114900.0,Premium,Ultrabook,Apple,Octa Core,2.9,Macos,M3,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Silver,0,Apple
MSI,6.4,pulse 17 ai c1vgkg,pulse,174990.0,Luxury,Everyday Use,Intel,Deca Core,4.8,Windows,DDR5,16,NVIDIA,17.0,2560,1600,177.58,1.6,2.8,No,No,Core Black,1,MSI
MSI,6.8,cyborg 15 a12udx,cyborg,72990.0,Mid-Range,Everyday Use,Intel,Hexa Core,1.5,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.98,No,No,Translucent Black,0,MSI
Lenovo,7.2,loq 15iax9,loq,67990.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
Apple,3.4,macbook air m3 mrxq3hna ultrabook,macbook,114900.0,Premium,Ultrabook,Apple,Octa Core,2.9,Macos,M3,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Silver,0,Apple
Apple,3.4,macbook air m3 mrxn3hna ultrabook,macbook,114900.0,Premium,Ultrabook,Apple,Octa Core,2.9,Macos,M3,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Grey,0,Apple
Lenovo,8.3,loq,loq,92990.0,Premium,Everyday Use,Intel,Octa Core,2.6,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
Apple,3.4,macbook air m3 mryt3hna ultrabook,macbook,154900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Starlight,0,Apple
Lenovo,8.0,loq 15irx9,loq,122990.0,Luxury,Everyday Use,Intel,Deca Core,2.1,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
Apple,3.4,macbook air m3 mryp3hna ultrabook,macbook,134900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Silver,0,Apple
Apple,3.4,macbook air m3 mrxt3hna ultrabook,macbook,114900.0,Premium,Ultrabook,Apple,Octa Core,2.88,Macos,M3,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Starlight,0,Apple
Lenovo,7.2,loq,loq,75990.0,Mid-Range,Everyday Use,Intel,Deca Core,2.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
Apple,3.4,macbook air m3 mryv3hna ultrabook,macbook,154900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Black,0,Apple
Apple,3.4,macbook air m3 mrym3hna ultrabook,macbook,134900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Grey,0,Apple
Apple,3.5,macbook air m3 mrxp3hna ultrabook,macbook,134900.0,Luxury,Everyday Use,Apple,Octa Core,2.91,Macos,M3,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Grey,0,Apple
Apple,3.4,macbook air m3 mryn3hna ultrabook,macbook,154900.0,Luxury,Everyday Use,Apple,Octa Core,2.89,Macos,M3,8,Apple,15.3,2880,1864,224.22,1.55,1.51,No,No,Grey,0,Apple
Lenovo,8.3,loq,loq,103990.0,Premium,Everyday Use,Intel,Octa Core,2.6,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
Lenovo,7.6,ideapad gaming 3 15ihu6,ideapad,54990.0,Economy,Everyday Use,Intel,Quad Core,3.1,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.25,No,Yes,Black,0,Lenovo
Lenovo,8.7,legion 5i,legion,145833.0,Luxury,Gaming,Intel,Octa Core,3.4,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.3,No,Yes,Luna Grey,0,Lenovo
Lenovo,7.6,ideapad gaming 3 15ach6,ideapad,49990.0,Economy,Everyday Use,AMD,Hexa Core,3.3,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.25,No,No,Black,0,Lenovo
Lenovo,8.7,legion 5i,legion,165802.0,Luxury,Gaming,Intel,Octa Core,3.4,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.3,No,Yes,Luna Grey,0,Lenovo
Acer,6.1,aspire lite al1552,aspire,41490.0,Economy,Everyday Use,Intel,Deca Core,4.2,Windows,DDR5,8,Intel,15.6,1920,1080,141.21,1.78,1.59,No,No,Steel Gray,0,Acer
Lenovo,7.0,ideapad slim 3 15iah8,ideapad,51990.0,Economy,Everyday Use,Intel,Hexa Core,2.0,Windows,LPDDR5,16,Intel,15.6,1920,1080,141.21,1.78,1.62,No,Yes,Grey,0,Lenovo
Lenovo,3.0,ideapad slim 3 14m868,ideapad,23650.0,Budget,Everyday Use,MediaTek,Octa Core,2.0,Chrome,LPDDR4X,8,MediaTek,14.0,1366,768,111.94,1.78,1.3,No,Yes,Blue,0,Lenovo
