Name,Price,Performance,Design,Storage,Battery
Dell Inspiron 15 3525 (D560927WIN9S) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11),"Rs.37,990","AMD Hexa Core Ryzen 5
2.1 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.8 Kg, 18.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
7 Hrs"
Lenovo V14 Gen 3 (82TSA01KIH) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/DOS),"Rs.30,700","Core i3 12th Gen
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.57 Kg",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Asus VivoBook 15 OLED X1505VA-LK542WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.74,990","Core i5 13th Gen
2.6 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 64 mm thick",512 GB SSD,"Li-Ion
3 Cell
8 Hrs"
Asus VivoBook 15 X1502ZA-EJ515WS Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.57,591","Core i5 12th Gen
1.3 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 20 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus VivoBook 14 X415EA-EK522WS Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.48,990","Core i5 11th Gen
2.4 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.60 Kg, 20 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Dell Vostro 3400 (D552260WIN9D) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.56,990","Core i5 11th Gen
2.4 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.59 Kg, 18 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus TUF Gaming A17 FA777RC-HX027WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.112,230","AMD Octa Core Ryzen 7
3.3 Ghz
16 GB DDR4 RAM
4 GB Graphics","17.3 inches (43.94 cm)
1920 x 1080 pixels
3 Kg, 80 mm thick",512 GB SSD,Li-Ion
Dell Vostro 3400 (D552191WIN9D) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 10),"Rs.42,498","Core i3 11th Gen
1.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.59 Kg, 19.8 mm thick",256 GB SSD,"Li-Ion
3 Cell
10 Hrs"
Lenovo Ideapad 500-15ACZ (80K40038IH) Laptop (AMD Quad Core A10/8 GB/1 TB/Windows 10/2 GB),"Rs.48,890","AMD Quad-Core A10
1.8 Ghz
8 GB DDR3 RAM
2 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.3 Kg, 24.6 mm thick","1 TB HDD
SATA
5400 RPM","Li-Ion
4 Cell
4 Hrs"
Razer Blade 15 RZ09-0421NEC3-R3U1 Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 10/8 GB),"Rs.358,999","Core i7 12th Gen
1.8 Ghz
16 GB DDR5 RAM
8 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2 Kg, 17 mm thick",1 TB SSD,"Li-Ion
4 Cell"
Apple MacBook Pro M2 Pro MPHH3HN/A Ultrabook (Apple M2 Pro/16 GB/512 GB SSD/macOS Ventura),"Rs.199,900","Apple M2 Pro
3.4 Ghz
16 GB RAM","14.2 inches (36.07 cm)
3024 x 1964 pixels
1.60 Kg, 15.5 mm thick",512 GB SSD,"Li-Po
18 Hrs"
Lenovo Ideapad Gaming 3 15ACH6 (82K200XNIN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 10/4 GB),"Rs.69,990","AMD Hexa Core Ryzen 5
3.3 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg",512 GB SSD,"Li-Ion
5 Hrs"
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN711WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11),"Rs.134,080","Core i7 12th Gen
2.3 Ghz
16 GB LPDDR5 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.40 Kg, 15.9 mm thick
Touch Screen",1 TB SSD,"3 Cell
10 Hrs"
Dell Inspiron 15 3511 (D560570WIN9S) Laptop (Core i3 11th Gen/8 GB/1 TB 256 GB SSD/Windows 10),"Rs.41,890","Core i3 11th Gen
1.7 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.8 Kg, 18.9 mm thick","1 TB HDD
256 GB SSD","Li-Ion
3 Cell
7 Hrs"
Lenovo V15 (82C500X8IH) Laptop (Core i3 10th Gen/8 GB/256 GB SSD/Windows 10),"Rs.33,990","Core i3 10th Gen
1.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.85 Kg, 20 mm thick",256 GB SSD,"Li-Po
2 Cell
5.5 Hrs"
HP Pavilion Gaming 15-DK2076TX (4A3K6PA) Laptop (Core i7 11th Gen/16 GB/512 GB SSD/Windows 10/4 GB),"Rs.81,990","Core i7 11th Gen
3.3 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.23 Kg, 23.4 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Fujitsu UH-X 4ZR1F38022 Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.74,590","Core i5 11th Gen
2.4 Ghz
16 GB LPDDR4X RAM","13.3 inches (33.78 cm)
1920 x 1080 pixels
1 Kg, 16 mm thick",512 GB SSD,"Li-Ion
4 Cell
11 Hrs"
Lenovo V15 (82C500XXIH) Laptop (Core i3 10th Gen/4 GB/256 GB SSD/Windows 10),"Rs.33,990","Core i3 10th Gen
1.2 Ghz
4 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.85 Kg, 20 mm thick",256 GB SSD,"Li-Ion
2 Cell"
Asus TUF Gaming F17 FX766LI-H7058T Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 10/4 GB),"Rs.68,071","Core i5 10th Gen
2.5 Ghz
8 GB DDR4 RAM
4 GB Graphics","17.3 inches (43.94 cm)
1920 x 1080 pixels
2.6 Kg, 25.2 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Acer Aspire 5S A515-54 (NX.HN3SI.001) Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 10),"Rs.68,990","Core i5 10th Gen
1.6 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.9 Kg, 18 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Dell XPS 12 (XPSU12-8000CRBFB) Laptop (Core i7 4th Gen/8 GB/256 GB SSD/Windows 8 1),"Rs.58,490","Core i7 4th Gen
2.0 Ghz
8 GB DDR3 RAM","12.5 inches (31.75 cm)
1920 x 1080 pixels
1.52 Kg, 20 mm thick
2-in-1, Touch Screen",256 GB SSD,"Li-Ion
6 Cell"
HP 15-fd0221TU (9D3N1PA) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.61,990","Core i5 13th Gen
4.2 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.59 Kg, 18.6 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Lenovo Yoga Slim 6 14IRH8 (83E00007IN) Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.86,070","Core i7 13th Gen
2.4 Ghz
16 GB LPDDR5X RAM","14 inches (35.56 cm)
1920 x 1200 pixels
1.35 Kg",512 GB SSD,"Li-Ion
4 Cell
10 Hrs"
Lenovo S14 Gen 3 (82TW0019IH) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.45,490","Core i5 12th Gen
3.3 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.5 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus VivoBook Go 15 OLED E1504FA-LK543WS Laptop (AMD Quad Core Ryzen 5/16 GB/512 GB SSD/Windows 11),"Rs.49,990","AMD Quad Core Ryzen 5
4.2 Ghz
16 GB DDR5 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.63 Kg, 18 mm thick",512 GB SSD,"Li-Ion
3 Cell
8 Hrs"
Dell Inspiron 15 3520 (D560885WIN9S) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.46,990","Core i5 12th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 21 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Dell Vostro 5620 (D552268WIN9S) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.69,490","Core i5 12th Gen
8 GB DDR4 RAM","16 inches (40.64 cm)
1920 x 1080 pixels
1.9 Kg, 18.2 mm thick",512 GB SSD,"Li-Ion
6 Hrs"
Lenovo Yoga 7i Gen 7 Intel Evo (82QE0060IN) Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.109,990","Core i7 12th Gen
3.4 Ghz
16 GB LPDDR5 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.42 Kg, 17 mm thick
Touch Screen",512 GB SSD,"Li-Ion
4 Cell
10 Hrs"
Dell Alienware X14 R1 (D569938WIN9) Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.128,990","Core i7 12th Gen
3.4 Ghz
16 GB LPDDR5 RAM
4 GB Graphics","14 inches (35.56 cm)
1920 x 1080 pixels
1.8 Kg, 14.4 mm thick",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
Asus VivoBook 14 X415JA-EB531WS Laptop (Core i5 10th Gen/16 GB/512 GB SSD/Windows 11),"Rs.49,490","Core i5 10th Gen
1.0 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.6 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Lenovo Thinkpad E14 (20TAS18U00) Laptop (Core i3 11th Gen/4 GB/256 GB SSD/Windows 11),"Rs.42,490","Core i3 11th Gen
3.0 Ghz
4 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.59 Kg, 18.9 mm thick",256 GB SSD,"Li-Po
3 Cell
11.9 Hrs"
HP 14s-ef1001tu (510L4PA) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.59,899","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.49 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (Core i9 12th Gen/32 GB/1 TB SSD/Windows 11),"Rs.169,990","Core i9 12th Gen
2.5 Ghz
32 GB LPDDR5 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.40 Kg, 15.9 mm thick
Touch Screen",1 TB SSD,"Li-Ion
3 Cell
10 Hrs"
Lenovo Thinkpad E14 Gen 2 (20TAS14A00) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/DOS),"Rs.47,899","Core i3 11th Gen
1.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.59 Kg, 19 mm thick",256 GB SSD,Li-Ion
Lenovo Legion 7i (81YU002AIN) Laptop (Core i7 10th Gen/16 GB/1 TB SSD/Windows 10/8 GB),"Rs.126,590","Core i7 10th Gen
2.3 Ghz
16 GB DDR4 RAM
8 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg, 20 mm thick",1 TB SSD,"Li-Ion
4 Cell"
HP 250 G9 (7M657PA) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.32,390","Core i3 12th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1366 x 768 pixels
1.74 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Dell Vostro 3420 (D552339WIN9S) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.39,990","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.48 Kg, 18.6 mm thick",512 GB SSD,"Li-Ion
3 Cell
4 Hrs"
MSI Katana 17 B13UDXK-255IN Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11/6 GB),"Rs.89,990","Core i7 13th Gen
4.8 Ghz
16 GB DDR5 RAM
6 GB Graphics","17.3 inches (43.94 cm)
1920 x 1080 pixels
2.8 Kg, 25 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Infinix Zero Book ZL12 Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.62,990","Core i7 12th Gen
2.3 Ghz
16 GB LPDDR5 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 16.9 mm thick",512 GB SSD,"Li-Ion
10 Hrs"
Lenovo V15 Gen 2 (82KBA02UIH) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11),"Rs.36,990","Core i3 11th Gen
3.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.7 Kg, 20 mm thick",256 GB SSD,"Li-Ion
2 Cell
5 Hrs"
Asus ROG Zephyrus G15 GA503RW-LN067WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/8 GB),"Rs.201,990","AMD Octa Core Ryzen 9
4.8 Ghz
16 GB DDR5 RAM
8 GB Graphics","15.6 inches (39.62 cm)
2560 x 1440 pixels
1.90 Kg, 20 mm thick",1 TB SSD,"Li-Ion
4 Cell"
Lenovo V15 (82KBA01HIH) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11),"Rs.34,500","Core i3 11th Gen
3.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 19.9 mm thick",256 GB SSD,"Li-Po
2 Cell
5.5 Hrs"
Asus ROG Strix G15 G513RC-HN063W Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.89,999","AMD Octa Core Ryzen 7
4.7 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.10 Kg, 20.6 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Lenovo V15 (82C500XYIH) Laptop (Core i3 10th Gen/4 GB/256 GB SSD/Windows 10),"Rs.34,990","Core i3 10th Gen
1.2 Ghz
4 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.85 Kg, 20 mm thick",256 GB SSD,"Li-Ion
2 Cell"
Asus ZenBook Flip 13 UX363EA-HP296R Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.89,990","Core i5 11th Gen
8 GB LPDDR4X RAM","13.3 inches (33.78 cm)
1920 x 1080 pixels
1.3 Kg, 11.9 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
4 Cell"
Asus ROG Zephyrus G14 GA401QC-HZ093TS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 10/4 GB),"Rs.120,790","AMD Octa Core Ryzen 9
3.1 Ghz
16 GB DDR4 RAM
4 GB Graphics","14 inches (35.56 cm)
1920 x 1080 pixels
1.60 Kg, 18 mm thick",1 TB SSD,"Li-Ion
4 Cell
12 Hrs"
MSI Pulse 17 B13VFK-667IN Laptop (Core i7 13th Gen/8 GB/1 TB SSD/Windows 11/8 GB),"Rs.149,990","Core i7 13th Gen
4.8 Ghz
8 GB DDR5 RAM
8 GB Graphics","17.3 inches (43.94 cm)
2560 x 1440 pixels
2.7 Kg, 27.2 mm thick",1 TB SSD,N/A
Lenovo V15 G3 (82TTA01EIN) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/DOS),"Rs.32,990","Core i3 12th Gen
0.8 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.7 Kg, 72 mm thick",512 GB SSD,"Li-Ion
2 Cell
5.3 Hrs"
Asus VivoBook 15 K513EA-BN333TS Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 10),"Rs.39,880","Core i3 11th Gen
2.4 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.75 Kg, 19.9 mm thick",256 GB SSD,"Li-Ion
3 Cell"
Asus ROG Zephyrus G15 GA503RW-LN066WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/8 GB),"Rs.201,990","AMD Octa Core Ryzen 9
4.8 Ghz
16 GB DDR5 RAM
8 GB Graphics","15.6 inches (39.62 cm)
2560 x 1440 pixels
1.90 Kg, 20 mm thick",1 TB SSD,"Li-Ion
4 Cell"
Asus ROG Zephyrus M16 GU603ZM-K8035WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11/6 GB),"Rs.179,990","Core i7 12th Gen
4.7 Ghz
16 GB DDR4 RAM
6 GB Graphics","16 inches (40.64 cm)
2560 x 1600 pixels
2 Kg, 20 mm thick",1 TB SSD,"Li-Ion
4 Cell
10 Hrs"
Asus VivoBook Pro 14X OLED M7400QC-KM053WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/4 GB),"Rs.96,990","AMD Octa Core Ryzen 9
4.7 Ghz
16 GB DDR4 RAM
4 GB Graphics","14 inches (35.56 cm)
2880 x 1800 pixels
1.45 Kg, 17.9 mm thick",1 TB SSD,"Li-Ion
3 Cell"
HP 15s-fq5185TU (7Q6Z7PA) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.39,700","Core i3 12th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.69 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
3 Hrs"
Lenovo Ideapad 3 15ITL06 (82H803GUIN) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.36,890","Core i3 11th Gen
3.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels",512 GB SSD,"Li-Po
3 Cell
6 Hrs"
Lenovo Yoga Slim 6 14IRH8 (83E00006IN) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.80,990","Core i5 13th Gen
2.6 Ghz
16 GB LPDDR5X RAM","14 inches (35.56 cm)
1920 x 1200 pixels
1.35 Kg, 14.9 mm thick",512 GB SSD,"Li-Ion
4 Cell
10 Hrs"
Lenovo ThinkBook 15 G5 (21JFA00QIN) Laptop (AMD Octa Core Ryzen 7/8 GB/512 GB SSD/DOS),"Rs.49,490","AMD Octa Core Ryzen 7
2.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.7 Kg, 18.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
8.8 Hrs"
HP Pavilion Aero 13-be2046AU (7S449PA) Laptop (AMD Octa Core Ryzen 7/16 GB/1 TB SSD/Windows 11),"Rs.78,480","AMD Octa Core Ryzen 7
4.7 Ghz
16 GB DDR5 RAM","13.3 inches (33.78 cm)
1920 x 1200 pixels
1.58 Kg, 16.9 mm thick",1 TB SSD,"Li-Ion
3 Cell"
HP Victus 16-e0333TX (7K4H5PA) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11/6 GB),"Rs.88,800","AMD Hexa Core Ryzen 5
3.3 Ghz
16 GB DDR4 RAM
6 GB Graphics","16.1 inches (40.89 cm)
1920 x 1080 pixels
2.48 Kg, 23.5 mm thick
Touch Screen",512 GB SSD,Li-Ion
MSI Titan GT77 HX 13VH-093IN Laptop (Core i9 13th Gen/64 GB/2 TB SSD/Windows 11/12 GB),"Rs.389,990","Core i9 13th Gen
4.8 Ghz
64 GB DDR5 RAM
12 GB Graphics","17.3 inches (43.94 cm)
3840 x 2160 pixels
3.3 Kg, 23 mm thick",2 TB SSD,"Li-Ion
4 Cell"
Samsung Galaxy Book 3 Pro Intel Evo NP940XFG-KC5IN Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11),"Rs.155,990","Core i7 13th Gen
2.2 Ghz
16 GB RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.17 Kg, 11.1 mm thick",1 TB SSD,16 Hrs
Samsung Galaxy Book 3 Pro NP960XFG-KC1IN Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.149,990","Core i7 13th Gen
16 GB RAM","16 inches (40.64 cm)
2880 x 1800 pixels",512 GB SSD,N/A
Samsung Galaxy Book 3 Pro NP940XFG-KC4IN Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.139,990","Core i7 13th Gen
2.2 Ghz
16 GB RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.17 Kg, 11 mm thick",512 GB SSD,N/A
Samsung Galaxy Book 3 Pro NP960XFG-KC2IN Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11),"Rs.165,990","Core i7 13th Gen
2.2 Ghz
16 GB RAM","16 inches (40.64 cm)
2880 x 1800 pixels
1.56 Kg, 13 mm thick",1 TB SSD,N/A
Samsung Galaxy Book 3 Pro NP940XFG-KC1IN Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.131,990","Core i5 13th Gen
1.9 Ghz
16 GB RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.17 Kg, 11 mm thick",512 GB SSD,N/A
Lenovo Ideapad Slim 3 (82H802XVIN) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11),"Rs.32,000","Core i3 11th Gen
3.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 20 mm thick",256 GB SSD,"Li-Po
6 Hrs"
Dell Inspiron 15 3525 (D560863WIN9B) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11),"Rs.48,990","AMD Hexa Core Ryzen 5
2.3 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.68 Kg, 21 mm thick",512 GB SSD,"Li-Ion
3 Cell
7 Hrs"
Microsoft Surface Go 2 (8QF-00046) Laptop (Core i5 11th Gen/8 GB/256 GB SSD/Windows 11),"Rs.80,999","Core i5 11th Gen
2.4 Ghz
8 GB LPDDR4X RAM","12.4 inches (31.5 cm)
1536 x 1024 pixels
1.12 Kg, 15.4 mm thick
Touch Screen",256 GB SSD,"Li-Ion
13.5 Hrs"
Microsoft Surface Go 2 (8QC-00021) Laptop (Core i5 11th Gen/8 GB/128 GB SSD/Windows 11),"Rs.73,999","Core i5 11th Gen
2.4 Ghz
8 GB LPDDR4X RAM","12.4 inches (31.5 cm)
1536 x 1024 pixels
1.12 Kg, 15.4 mm thick
Touch Screen",128 GB SSD,"Li-Ion
13.5 Hrs"
HP 250 G7 (1W5G0PA) Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 10),"Rs.54,800","Core i5 10th Gen
3.4 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1366 x 768 pixels
1.78 Kg, 23 mm thick",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
HP ENVY 15 x360 15-cp0020nr (7PR72UA) Laptop (AMD Quad Core Ryzen 5/8 GB/512 GB SSD/Windows 10),"Rs.135,008","AMD Quad Core Ryzen 5
2.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.04 Kg, 18.9 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell"
Asus ROG Flow X13 GV301QH-K5462TS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 10/4 GB),"Rs.99,990","AMD Octa Core Ryzen 9
3.1 Ghz
16 GB LPDDR4X RAM
4 GB Graphics","13.4 inches (34.04 cm)
3840 x 2400 pixels
1.30 Kg, 15.8 mm thick",1 TB SSD,"Li-Ion
4 Cell"
Asus VivoBook Ultra K513EA-EJ303TS Laptop (Core i3 11th Gen/4 GB/256 GB SSD/Windows 10),"Rs.37,999","Core i3 11th Gen
4.0 Ghz
4 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.6 Kg, 17 mm thick",256 GB SSD,"Li-Po
2 Cell"
Lenovo V130 (81HQ00ETIH) Laptop (Core i5 7th Gen/4 GB/1 TB/DOS),"Rs.39,990","Core i5 7th Gen
2.5 Ghz
4 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.85 Kg","1 TB HDD
SATA
5400 RPM","Li-Ion
2 Cell"
HP Omen 16-XD0007ax (90L48PA) Laptop (AMD Octa Core Ryzen 7/16 GB/1 TB SSD/Windows 11/6 GB),"Rs.102,990","AMD Octa Core Ryzen 7
4.8 Ghz
16 GB DDR5 RAM
6 GB Graphics","16.1 inches (40.89 cm)
1920 x 1080 pixels
2.32 Kg, 23.9 mm thick",1 TB SSD,"Li-Ion
6 Cell"
Asus VivoBook 16 M1605YA-MB742WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11),"Rs.58,990","AMD Octa Core Ryzen 7
2.0 Ghz
16 GB DDR4 RAM","16 inches (40.64 cm)
1920 x 1200 pixels
1.88 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 14-em0025AU (7N8C2PA) Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11),"Rs.38,490","AMD Quad Core Ryzen 3
4.0 Ghz
8 GB LPDDR5 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.4 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
12 Hrs"
Lenovo Yoga 7 14IRL8 (82YL0099IN) Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11),"Rs.114,190","Core i7 13th Gen
16 GB LPDDR5 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.49 Kg, 77 mm thick
2-in-1, Touch Screen",1 TB SSD,"Li-Ion
3 Cell
10 Hrs"
Lenovo Yoga 7i (82YL0095IN) Laptop (Core i5 13th Gen/16 GB/1 TB SSD/Windows 11),"Rs.89,990","Core i5 13th Gen
1.9 Ghz
16 GB LPDDR5 RAM","14 inches (35.56 cm)
1920 x 1200 pixels
1.5 Kg, 78 mm thick
2-in-1, Touch Screen",1 TB SSD,"Li-Ion
4 Cell"
Lenovo Yoga 7 14IRL8 (82YL0060IN) Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.111,490","Core i7 13th Gen
2.2 Ghz
16 GB LPDDR5 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.49 Kg, 74 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Po
4 Cell"
